title,episodes,type
Doukyuusei (OVA): Natsu no Owari ni,4.0,ova
Doukyuusei 2 (OVA) Special: Sotsugyousei,3.0,ova
Douluo Dalu II: Jueshi Tangmen,52.0,ona
Doupo Cangqiong: Nian Fan,104.0,ona
Doupo Cangqiong: Q Ban Xiao Juchang,12.0,ona
Doupo Cangqiong: Q Ban Xiao Juchang 2nd Season,12.0,ona
Doupo Cangqiong: San Nian Zhi Yue,13.0,ona
Doupo Cangqiong: Yuanqi,3.0,ona
Douwa Mondai to Jinken: Anata wa Dou Kangaemasuka,1.0,ova
Down Load: Namu Amida Butsu wa Ai no Uta,1.0,ova
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,1.0,movie
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",1.0,movie
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,1.0,movie
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,1.0,movie
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,1.0,movie
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,1.0,movie
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,1.0,movie
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,1.0,movie
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,1.0,movie
Dr. Slump Movie 10: Arale no Bikkuriman,1.0,movie
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,1.0,movie
Dr. Slump: Arale-chan,243.0,tv
Dr. Slump: Arale-chan '92 Oshougatsu Special,3.0,special
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,1.0,special
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,1.0,special
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,1.0,special
Dr. Slump: Arale-chan Specials,2.0,special
Dr. Slump: Arale-chan no Koutsuu Anzen,2.0,special
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai da yo!!,1.0,special
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,1.0,special
Dr. Stone: New World,11.0,tv
Dr. Stone: New World Part 2,,tv
Dr. Stone: Ryuusui,1.0,special
Dr. Stone: Stone Wars,11.0,tv
Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,1.0,special
Dragon Age: Blood Mage no Seisen,1.0,movie
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1.0,special
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,1.0,special
Dragon Ball Movie 1: Shen Long no Densetsu,1.0,movie
Dragon Ball Movie 2: Majinjou no Nemurihime,1.0,movie
Dragon Ball Movie 3: Makafushigi Daibouken,1.0,movie
Dragon Ball Movie 4: Saikyou e no Michi,1.0,movie
Dragon Ball Super: Broly,1.0,movie
Dragon Ball Super: Broly - Skytree Super,1.0,special
Dragon Ball Super: Super Hero,1.0,movie
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,1.0,movie
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,1.0,movie
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,1.0,movie
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,1.0,movie
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1.0,movie
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1.0,movie
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1.0,movie
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1.0,movie
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1.0,movie
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,1.0,movie
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1.0,movie
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1.0,movie
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1.0,movie
Dragon Ball Z Movie 14: Kami to Kami,1.0,movie
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",1.0,movie
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1.0,special
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1.0,special
Dragon Ball Z: Atsumare! Gokuu World,1.0,ova
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,2.0,ova
Dragon Ball Z: Summer Vacation Special,1.0,special
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,1.0,special
Dragon Ball: Episode of Bardock,1.0,special
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,1.0,special
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,1.0,ova
Dragon Quest Retsuden: Roto no Monshou,1.0,movie
Dragon Quest X: Boukensha-tachi no Kiseki,2.0,ona
Dragon Quest: Dai no Daibouken,1.0,movie
Dragon Quest: Dai no Daibouken (2020),100.0,tv
"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",1.0,special
Dragon Quest: Dai no Daibouken (TV),46.0,tv
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,1.0,movie
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,1.0,movie
Dragon Quest: Your Story,1.0,movie
Dragon Quest: Yuusha Abel Densetsu,43.0,tv
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,2.0,ova
Dragonaut: The Resonance,25.0,tv
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,1.0,special
Dragon☆Heart: Taisetsu na Tomodachi,1.0,ova
Dream Hazard: Akuma no Program,1.0,ova
Dreaming Pupa: Yumemiru Bokura,1.0,music
Drifters (OVA): Kokuou-sama Goranshin,1.0,special
Drifters: Kokuou-sama Goranshin,1.0,special
Drifters: Special Edition,1.0,ova
Drifters: The Outlandish Knight,1.0,ova
Drive Agent Personal: Shiawase wo Mamoru Mono,1.0,ona
Druaga no Tou: The Aegis of Uruk,12.0,tv
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,1.0,special
Druaga no Tou: The Sword of Uruk,12.0,tv
Du Du Xiao Bashi: Ciyu Chengbao,80.0,ona
Du Du Xiao Bashi: Hanzi Chengbao,80.0,ona
Du Du Xiao Bashi: Jiankang Pian,80.0,ona
Du Du Xiao Bashi: Shuxue Chengbao,80.0,ona
Du La Jiang Gushi: Tonghua Gushi,59.0,tv
Duan Wei Gou: Pangxie Zhanzhu,60.0,tv
Duel Masters Movie 1: Yami no Shiro no Maryuuou,1.0,movie
Duel Masters Movie 2: Lunatic God Saga,1.0,movie
Duel Masters Movie 3: Honoo no Kizuna XX,1.0,movie
Duel Masters Win: Duel Wars-hen,,tv
Duel Masters Zero: Tokubetsu-hen - Tamashii Shoukan Special!,1.0,special
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,1.0,movie
Dumbbell Nan Kilo Moteru?: Silverman-Gym Oni Tore Kouza,2.0,special
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,12.0,tv
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,1.0,special
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,11.0,tv
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,11.0,tv
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,1.0,movie
Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi,1.0,movie
Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi 2 - Sha Seng De Ni Xi,1.0,movie
Duo Bao Yijia Ren: Zhihui Lunyu,28.0,tv
Duo Xuan Shi: Qian Qing Pian,1.0,ona
Durarara!!x2 Ketsu: Dufufufu!!,1.0,special
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1.0,special
Durarara!!x2 Ten: Onoroke Chakapoko,1.0,special
Earth Symphony: Hikari to Mizu ga Kanaderu Sora no Monogatari,1.0,movie
Easy Cooking Animation: Seishun no Shokutaku,25.0,tv
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,10.0,ona
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,1.0,ova
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,5.0,special
Echigo no Mukashibanashi: Attaten Ganoo,1.0,ova
Echo: Kodama Suru Uta,1.0,music
Edokko Boy: Gatten Tasuke,22.0,tv
Edutainment Planetarium Doraemon to Chigasou: Uchuu no Tomodachi,1.0,movie
Effendi Xin Chuan: Bu Ting Hua De Gou,1.0,movie
Effendi Xin Chuan: Zhong Jin Ji,1.0,movie
Effendi: Qi Yuan Lixian,1.0,movie
Efficus: Kono Omoi o Kimi ni...,2.0,ova
Eiga no Yousei: Fill and Moo,1.0,movie
Eigo de Asobo: Tanken Goblin Tou,100.0,tv
Eiken: Eikenbu yori Ai wo Komete,2.0,ova
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu",1.0,special
Eikoku Koi Monogatari Emma: Intermission,1.0,special
Eikoku Koi Monogatari Emma: Molders-hen,12.0,tv
Eikou e no Spur: Igaya Chiharu Monogatari,1.0,movie
Eiyuu Densetsu: Head On! Master Senshi,1.0,ova
Eiyuu Densetsu: Sora no Kiseki The Animation,2.0,ova
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",12.0,tv
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ Mini Anime",2.0,ona
El Hazard 2: The Magnificent World,4.0,ova
El Hazard: The Alternative World,13.0,tv
El Hazard: The Magnificent World,7.0,ova
El Hazard: The Wanderers,26.0,tv
Elf no Futagohime: Willan to Arsura,1.0,ova
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,4.0,ova
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",1.0,special
Elfina: Yoru e to Urareta Oukoku de... The Animation,3.0,ova
Elmer no Bouken: My Father's Dragon,1.0,ova
Elsword: Ain-ui Gieog Animation,1.0,ona
Elsword: El-ui Yeoin,12.0,ona
Enen no Shouboutai: Ni no Shou,24.0,tv
Enen no Shouboutai: San no Shou,,tv
Enkinhou no Hako: Hakase no Sagashimono,1.0,movie
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,2.0,ova
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,1.0,ova
Enoshimans Spin-off: Kurage no Soudan,3.0,movie
Entaku no Kishi Monogatari: Moero Arthur,30.0,tv
Erementar Gerad: Aozora no Senki,1.0,music
Erlang Shen: Shenhai Jialong,1.0,movie
Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai,4.0,ova
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,1.0,ova
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,12.0,tv
Esper Mami Special: My Angel Mami-chan,1.0,special
Esper Mami: Hoshizora no Dancing Doll,1.0,movie
Estab-Life: Great Escape,12.0,tv
Estima: Sense of Wonder,13.0,ona
Eternity: Shinya no Nurekoi Channel ♡,12.0,ona
Etotama: Nyankyaku Banrai,1.0,ona
Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,1.0,special
Eureka Seven AO: Jungfrau no Hanabana-tachi,1.0,ova
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,5.0,ona
Evangelion: 1.0 You Are (Not) Alone,1.0,movie
Evangelion: 2.0 You Can (Not) Advance,1.0,movie
Evangelion: 3.0 (-46h),1.0,special
Evangelion: 3.0 You Can (Not) Redo,1.0,movie
Evangelion: 3.0+1.0 Thrice Upon a Time,1.0,movie
Eyeshield 21: Jump Festa 2005 Special,1.0,special
Eyeshield 21: Maboroshi no Golden Bowl,1.0,special
F-Zero: Falcon Densetsu,51.0,tv
FLCL: Grunge,,tv
FLCL: Shoegaze,,tv
Fadian Zhi Mi: Haidi Tao Fa,1.0,movie
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,12.0,tv
Fairy Tail Movie 1: Houou no Miko,1.0,movie
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,1.0,special
Fairy Tail Movie 2: Dragon Cry,1.0,movie
Fairy Tail: 100 Years Quest,,tv
Fairy Tail: Final Series,51.0,tv
Fangkemeng: Bu Yuan Zhi Dao de Fangxing Baokemeng?!,,ona
Fanren Xiu Xian Chuan: Chongzhi Ban,21.0,ona
Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang,4.0,ona
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,4.0,ona
Fantascope: Tylostoma,1.0,ova
Fantastic Children: Befort no Kodomo-tachi no Sonogo,1.0,special
Fatal Fury 2: The New Battle,1.0,special
Fatal Fury: Legend of the Hungry Wolf,1.0,special
Fatal Fury: The Motion Picture,1.0,movie
Fate/Extra: Last Encore,10.0,tv
Fate/Extra: Last Encore - Illustrias Tendousetsu,3.0,tv
Fate/Grand Order: First Order,1.0,special
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,33.0,ona
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai - Nenmatsu Special,1.0,special
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,1.0,special
Fate/Grand Order: Moonlight/Lostroom,1.0,special
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,1.0,movie
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,1.0,movie
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,1.0,movie
Fate/Grand Order: Zettai Majuu Sensen Babylonia,21.0,tv
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,1.0,special
Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,3.0,special
Fate/Zero: Onegai! Einzbern Soudanshitsu,6.0,special
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,1.0,ova
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,1.0,movie
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime,3.0,ona
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,1.0,movie
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,1.0,special
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,1.0,movie
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,1.0,ova
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,1.0,movie
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,1.0,movie
Fate/stay night Movie: Heaven's Feel - III. Spring Song,1.0,movie
Fate/stay night Movie: Unlimited Blade Works,1.0,movie
Fate/stay night: Unlimited Blade Works,12.0,tv
Fate/stay night: Unlimited Blade Works 2nd Season,13.0,tv
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,1.0,special
Fate/stay night: Unlimited Blade Works Prologue,1.0,special
Fate/strange Fake: Whispers of Dawn,1.0,special
Fault!! Service: Aratanaru Rival,1.0,ova
Fei Ba! Lanqiu: Xuzhang,1.0,ona
Fei Gou Moco: Chongwu Dian De Xiao Mimi,97.0,ona
Fei Ren Zai: Shenxian Ye Ai Chi,3.0,ona
Feitian Pangxie: Datong Wangguo,13.0,tv
Fella Pure: Mitarashi-san Chi no Jijou The Animation,1.0,ova
Feng Feng Nongchang: Fei Chong Dou Dou,26.0,tv
Feng Shen Chuanqi: Qu Mo Yingxiong,1.0,movie
Feng Sheng Shui Qi: 24 Jieqi de Gushi,24.0,ona
Fengkuang Shidai 2: Gan Wen LU Zai Hefang,14.0,ona
Fengzi Wuyu: Xian Luo Pian,20.0,ona
Fengzi Wuyu: Yinhe Pian,20.0,ona
Fight League: Gear Gadget Generators,26.0,ona
Figure 17: Tsubasa & Hikaru,13.0,tv
Final Fantasy VII: Advent Children,1.0,movie
Final Fantasy VII: Advent Children - Venice Film Festival Footage,1.0,movie
Final Fantasy VII: Advent Children Complete,1.0,ova
Final Fantasy VII: Last Order,1.0,special
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,1.0,ova
Final Fantasy XIV: Seoduleuji anh-ado gwaenchanh-a,1.0,ona
Final Fantasy XV: Episode Ardyn - Prologue,1.0,ona
Final Fantasy: The Spirits Within,1.0,movie
Final Fantasy: Unlimited,25.0,tv
Fire Emblem Heroes: Askr Oukoku Teiten Camera (Eir no 1-nichi),1.0,ona
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",1.0,music
Fire Emblem Heroes: Chibi Playhouse,3.0,ona
"Fire Emblem Heroes: Fjorm ga Utau - ""Kouri no Hana""",1.0,music
Fire Emblem Heroes: Lonely Puppeteer (Spring Remix),1.0,music
First Squad: The Moment of Truth,1.0,movie
Flag Director's Edition: Issenman no Kufura no Kiroku,1.0,ova
Flaglia: Natsuyasumi no Monogatari,6.0,tv
Flutter of Birds II: Tenshi-tachi no Tsubasa,2.0,ova
Flutter of Birds: Tori-tachi no Habataki,2.0,ova
Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,1.0,special
Fortune Arterial: Akai Yakusoku,12.0,tv
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,1.0,ova
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,4.0,ova
Four Seasons: Fuuka to Nanami,1.0,ona
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,1.0,movie
Frame Arms: A Violent Struggle,1.0,ova
Free! Eternal Summer: Kindan no All Hard!,1.0,special
Free! Movie 1: Timeless Medley - Kizuna,1.0,movie
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,4.0,movie
Free! Movie 2: Timeless Medley - Yakusoku,1.0,movie
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,4.0,movie
Free! Movie 3: Road to the World - Yume,1.0,movie
Free! Movie 4: The Final Stroke - Zenpen,1.0,movie
Free! Movie 5: The Final Stroke - Kouhen,1.0,movie
Free! Take Your Marks: Character Butai Aisatsu,4.0,movie
Free!: FrFr - Short Movie,7.0,special
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,1.0,movie
Friends: Mononoke Shima no Naki,1.0,movie
Front Innocent: Mou Hitotsu no Lady Innocent,1.0,ova
Fruits Basket: Prelude,1.0,movie
Fruits Basket: The Final,13.0,tv
Fu Wu Shu: Sanshiliu Ji,36.0,tv
Fu Wu Shu: Sunzi Bingfa,26.0,tv
Fu Wu Shu: Zhanguo Fengyun,26.0,tv
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",1.0,special
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,4.0,ona
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,3.0,ona
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,3.0,ona
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,3.0,ona
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,3.0,ona
Fugou Keiji: Balance:Unlimited,11.0,tv
Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,11.0,ova
Fujun Isei Kouyuu: Taisetsu na Kimi e,1.0,ova
Fukubiki! Triangle: Futaba wa Atafuta ♥,1.0,ova
Fukubiki! Triangle: Miharu After,2.0,ova
Fukuyama Gekijou: Natsu no Himitsu,1.0,ova
Full Metal Panic! Movie 1: Boy Meets Girl,1.0,movie
Full Metal Panic! Movie 2: One Night Stand,1.0,movie
Full Metal Panic! Movie 3: Into the Blue,1.0,movie
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,1.0,special
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,1.0,special
Fullmetal Alchemist: Brotherhood,64.0,tv
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,16.0,special
Fullmetal Alchemist: Brotherhood Specials,4.0,special
Fullmetal Alchemist: Premium Collection,3.0,ova
Fullmetal Alchemist: Reflections,1.0,special
Fullmetal Alchemist: The Conqueror of Shamballa,1.0,movie
Fullmetal Alchemist: The Sacred Star of Milos,1.0,movie
Fullmetal Alchemist: The Sacred Star of Milos Specials,4.0,ona
Fumetsu no Anata e: Fushi no Tabiji,1.0,special
FunaQ: Funassyi to Soutai-kun,14.0,ona
Furusato Meguri: Nippon no Mukashibanashi,50.0,tv
Furusato Saisei: Nippon no Mukashibanashi,258.0,tv
Fuse: Teppou Musume no Torimonochou,1.0,movie
Fushigi Dagashiya: Zenitendou,,tv
Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,1.0,movie
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,2.0,special
Fushigi Yuugi: Dai Ni Bu,6.0,ova
Fushigi Yuugi: Eikouden,4.0,ova
Fushigi na Somera-chan: Hajimatteru yo! Sono Ato no Somera-chan!!,1.0,special
Fushigi no Umi no Nadia: Original Movie,1.0,movie
Fushigi no Yappo Shima: Pukipuki to Poi,25.0,tv
Fushigiboshi no☆Futagohime: Marugoto DVD,1.0,ova
Fushouji no Mizen Boushi: Saihatsu Boushi Series,2.0,ova
Futa-bu! Mix: Futanari World,1.0,ova
Futari wa Nakayoshi: Goo to Sue,84.0,tv
Futari wa Precure: Max Heart,47.0,tv
Futari wa Precure: Max Heart Movie 1,1.0,movie
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,1.0,movie
Futari wa Precure: Splash☆Star,49.0,tv
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,1.0,movie
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,1.0,movie
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",1.0,special
Future Card Buddyfight Battsu: All-Star Fight,8.0,tv
Future GPX Cyber Formula: Early Days Renewal,2.0,ova
FutureNova: Image Album,1.0,movie
Fuuma no Kojirou: Fuuma Hanran-hen,1.0,ova
Fuuma no Kojirou: Seiken Sensou-hen,6.0,ova
Fuuma no Kojirou: Yasha-hen,6.0,ova
Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,1.0,movie
Fuwafuwa Hour: Pui Pui & Muu Muu,3.0,tv
Fuxi Chuanqi: Wuhang Ling Yu,26.0,tv
Fuxing Ba Jie: Da Nian Xiao Guai,1.0,special
Fuxing Ba Jie: Ji Ji Huo Hou Nian,1.0,special
Fuyu no Sonata: Joshou - Hatsuyuki no Negai,1.0,special
Fw:Hamatora,1.0,movie
GA: Geijutsuka Art Design Class,12.0,tv
GA: Geijutsuka Art Design Class: Aozora ga Kakitai,1.0,ova
GR: Giant Robo,13.0,tv
GS Mikami: Gokuraku Daisakusen!!,1.0,movie
GUNbare! Game Tengoku: The Game Paradise 2,1.0,ova
Ga-Rei: Zero,12.0,tv
Gag Manga Biyori: Jump Festa 2002 Special,1.0,special
Gaiking: Legend of Daiku-Maryu,39.0,tv
Gakitabi!: Akechi no Furusato,1.0,ona
Gakitabi!: Seishun Oshiro-hen,1.0,ona
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,1.0,special
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,33.0,tv
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,35.0,tv
Gakuen Handsome: Haitoku no Lesson,2.0,music
Gakuen Handsome: Legend of Sexy,2.0,music
Gakuen Heaven: Hamu Hamu Heaven,12.0,special
Gakuen Maria: Bakunyuu Teachers,1.0,ova
Gakuen Senki Muryou: Yorinuki Muryou-san Girls Selection,1.0,ova
Gakuen Shinshoku: XX of the Dead,2.0,ova
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,1.0,special
Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,1.0,ova
Gakuen: Chijoku no Zushiki,2.0,ova
Gakumon!: Ookami Shoujo wa Kujikenai,3.0,ona
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,1.0,ova
Galerians: Rion,3.0,ova
Gall Force 1: Eternal Story,1.0,movie
Gall Force 2: Destruction,1.0,ova
Gall Force 3: Stardust War,1.0,ova
Gall Force: Chikyuu Shou,3.0,ova
Gall Force: New Era,2.0,ova
Gall Force: The Revolution,4.0,ova
Gamba: Gamba to Nakama-tachi,1.0,movie
Game Tengoku: The Game Paradise!,1.0,ova
Gamera: Rebirth,6.0,ona
Gan Xiao: Feng Qi,26.0,ona
Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,1.0,special
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,1.0,ova
Ganbare Goemon: Jigen Jou no Akumu,1.0,ova
Ganbare! Kickers: Bokutachi no Densetsu,1.0,ova
Gangtie Feilong 2: Long Hun Juexing,26.0,tv
Gangtie Feilong 2: Ultraman Liliang,26.0,tv
Gangtie Feilong 3: Shanhai Shenshou Lu,52.0,tv
Gangtie Feilong: Ultraman Jueqi,1.0,movie
Gangtie Feilong: Zaijian Ultraman,1.0,movie
Gantz:O,1.0,movie
Garakuta-doori no Stain: Epilogue,1.0,ova
Garden: Takamine-ke no Nirinka - The Animation,,ova
Garo Movie: Divine Flame,1.0,movie
Garo: Guren no Tsuki,23.0,tv
Garo: Guren no Tsuki - Yurugaro,8.0,tv
Garo: Guren no Tsuki Special,1.0,special
Garo: Honoo no Kokuin,24.0,tv
Garo: Honoo no Kokuin - Home,1.0,special
Garo: Honoo no Kokuin - Yurugaro,23.0,tv
Garo: Vanishing Line,24.0,tv
Garugaku. II: Lucky Stars,50.0,tv
Garugaku.: Sei Girls Square Gakuin,50.0,tv
Gatchaman Crowds Insight: Inbound,1.0,ona
Gatchaman Crowds: Embrace,1.0,special
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",12.0,tv
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",12.0,tv
Gaza: Changing the World,1.0,ona
Gegege no Kitarou: Chisougan,1.0,movie
Gegege no Kitarou: Copy Youkai vs. Kitarou - Fusei Shouhin ni wa Ki wo Tsukero!,1.0,ova
Gegege no Kitarou: Daikaijuu,1.0,movie
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,1.0,movie
Gegege no Kitarou: Jigoku-hen,7.0,tv
Gegege no Kitarou: Kitarou Tanjou-hen,1.0,special
Gegege no Kitarou: Kitarou no Yuurei Densha,1.0,movie
Gegege no Kitarou: Nippon Bakuretsu,1.0,movie
Gegege no Kitarou: Obake Nighter,1.0,movie
Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,1.0,movie
Gegege no Kitarou: Tamashii to Art,2.0,movie
Gegege no Kitarou: Youkai Daisensou,1.0,movie
Gegege no Kitarou: Youkai Japan Rally 3D,1.0,movie
Gegege no Kitarou: Youkai Post ni Kiitemiyou! Medama Oyaji no Naze Naze Kodomo Soudanshitsu,1.0,movie
